Group	Dataset	mean_test_binarize_average_precision_scorer	std_test_binarize_average_precision_scorer
knr	Olaparib_1017	0.22086177355732453	0.07075803522052627
knr	Olaparib_1495	0.2893780814618889	0.10148579632066712
knr	Omipalisib_283	0.4104739851008937	0.05949121829349699
knr	PAC-1_175	0.3678295210241123	0.0745799861102714
knr	PD0325901_1060	0.4562765682661963	0.08754361929959986
knr	PD173074_1049	0.17976815127690615	0.07301688686505868
knr	PF-4708671_1129	0.13901756112924385	0.036806553499164056
knr	PF-562271_158	0.23843045339245636	0.06594965269121758
knr	PFI-1_1219	0.3370157957904625	0.05889208323935579
knr	PFI-3_1530	0.10539194282361494	0.025476275834397082
knr	PHA-665752_6	0.1821910503786176	0.07592353843114194
knr	PHA-793887_301	0.5589346566721239	0.12556567038523805
knr	PI-103_302	0.5543709784198431	0.08443376109378241
knr	PIK-93_303	0.5460947824259628	0.08624191612952434
knr	PLX-4720_1036	0.4565644323666781	0.12461030427530467
knr	PLX-4720_1371	0.5077124414649031	0.0906552292543638
knr	Paclitaxel_11	0.3064203155508014	0.13006179171596294
knr	Palbociclib_1054	0.32109472191737465	0.08438963637074452
knr	Parthenolide_89	0.385065065006337	0.12410239182019875
knr	Pazopanib_199	0.2102512837146272	0.0629029347444415
knr	Pelitinib_282	0.3673371918458591	0.08239045783743999
knr	Pevonedistat_1529	0.3221214645443297	0.05948902602164052
knr	Phenformin_196	0.4693653543835874	0.10503609818216088
knr	Pictilisib_1058	0.2607390469327101	0.061804313240792615
knr	Pictilisib_1527	0.2446500464505235	0.06343925702745737
knr	Piperlongumine_1243	0.308984932453826	0.10057352197899484
knr	Ponatinib_155	0.438177801047579	0.1406659330583041
knr	Pyrimethamine_71	0.3119650118097929	0.14683386770863854
knr	QL-VIII-58_1166	0.23693907665285305	0.08390104110103956
knr	QL-X-138_331	0.5217850541709684	0.07397786825783051
knr	QL-XI-92_329	0.5459275504973106	0.1252848118565755
knr	QL-XII-47_235	0.3883938802882176	0.08024244707809552
knr	QL-XII-61_1203	0.4064047255870685	0.186765897883458
knr	QS11_151	0.2661259584490179	0.05809567092714187
knr	Quizartinib_254	0.19589468967687645	0.0773016469178585
knr	RO-3306_1052	0.240289332197914	0.06917062435535172
knr	Rapamycin_3	0.4186867415317014	0.1263765787413795
knr	Refametinib_1014	0.5440467733176482	0.07568442484432042
knr	Refametinib_1526	0.5053873988553337	0.09526360117080553
knr	Rucaparib_1175	0.1551300826295618	0.0472391750501476
knr	Ruxolitinib_206	0.3173312387340249	0.1998528641210288
knr	S-Trityl-L-cysteine_41	0.43050621120357774	0.1332978217997644
knr	SB-505124_1194	0.21212956355907875	0.05727263784987401
knr	SB216763_1025	0.2793179717363096	0.07892943844397678
knr	SB52334_304	0.2100395179979776	0.07569898751777641
knr	SB590885_1061	0.5144354000436422	0.13958021278547195
knr	SGC0946_1264	0.1175468644146434	0.027219244081960355
knr	SL0101_1039	0.1655460825220459	0.05725781171143405
knr	SN-38_1494	0.4879868114199385	0.06875941831566221
knr	SNX-2112_328	0.5880554773616175	0.061986905968814836
knr	STF-62247_258	0.2324862495163241	0.06045863092273654
knr	Salubrinal_111	0.4017741936275957	0.16070074846525992
knr	Saracatinib_38	0.2754298160718738	0.1620849557847549
knr	Seliciclib_110	0.2436628486608885	0.0939216136159464
knr	Selisistat_341	0.13990064163446886	0.08209524340444592
knr	Selumetinib_1062	0.3082571875237126	0.1073100905537238
knr	Selumetinib_1498	0.4087222503135941	0.0859995882664262
knr	Serdemetan_1133	0.17497730174243836	0.05055872487233639
knr	Shikonin_170	0.2515583495800185	0.0570074994921652
knr	Sorafenib_30	0.3599352142422794	0.2208906765668096
knr	Sunitinib_5	0.3832127353323006	0.1462613582264873
knr	T0901317_333	0.2916399559877909	0.14202927641733834
knr	TAK-715_221	0.3765717598007156	0.08363410339275444
knr	TGX221_94	0.4412079148470143	0.2219518066892292
knr	THZ-2-102-1_346	0.5819539342324554	0.08023421695658446
knr	THZ-2-49_344	0.4162145129256677	0.05755697197408158
knr	TL-1-85_261	0.5576307939933253	0.12126242067432777
knr	TL-2-105_211	0.3989640593232041	0.1342085821982244
knr	TPCA-1_305	0.5262013352643136	0.11120444614492207
knr	TW 37_1149	0.28034699471060964	0.07313308911539322
knr	Talazoparib_1259	0.33938867699741243	0.07721404799306009
knr	Tamoxifen_1199	0.12077464230678595	0.053834208054380425
knr	Tanespimycin_1026	0.3624113877794297	0.07014701927589033
knr	Temozolomide_1375	0.1829948559523688	0.08344726436819706
knr	Temsirolimus_1016	0.2704004283645037	0.06384423417816491
knr	Thapsigargin_180	0.2551074603326209	0.058396434825381476
knr	Tipifarnib_204	0.22554806513331274	0.04956486440239621
knr	Tivozanib_312	0.2355807372786753	0.12205516400505062
knr	Tozasertib_32	0.4727568536400115	0.1311264602623787
knr	Trametinib_1372	0.5024394256526951	0.10416018315546442
knr	Tretinoin_1009	0.37367974861531184	0.10130913070744813
knr	Tubastatin A_265	0.5571277064973035	0.10466700219750336
knr	UNC0638_1236	0.2985685750917701	0.09340714231618716
knr	UNC0638_245	0.479497564194641	0.12730022592442278
knr	UNC1215_1262	0.1637721053563021	0.053232660251830516
knr	VNLG_124_271	0.5611941537878957	0.1920737337675076
knr	VX-11e_262	0.3499149029976811	0.08887953555221599
knr	VX-702_1028	0.1562031968876805	0.08073638618407468
knr	Veliparib_1018	0.14874836693518165	0.04809129947787424
knr	Vinblastine_1004	0.3629190773386512	0.0638517088300801
knr	Vinorelbine_140	0.2814123688068554	0.045798781624108234
knr	Vismodegib_1033	0.1799462244203682	0.060486790905620924
knr	Vorinostat_1012	0.5558446547545166	0.07695026550733118
knr	WH-4-023_56	0.35359885996890583	0.134055014780032
knr	WHI-P97_288	0.33247947123417315	0.11553167001451126
knr	WZ-1-84_59	0.22262194443937167	0.12920725530053684
knr	WZ3105_252	0.5094043980402543	0.08678418887971533
knr	XAV939_1268	0.2488550248930629	0.07916774212782843
knr	XMD11-85h_1158	0.3224846694149793	0.11144016006086087
knr	XMD13-2_330	0.3772729675782421	0.08864358138374337
knr	XMD14-99_253	0.4692164225993098	0.11927804219309672
knr	XMD15-27_332	0.3520023543300899	0.11709393990383506
knr	XMD8-85_106	0.35012173117905937	0.15306389925614078
knr	XMD8-92_1164	0.3479625407029784	0.1379147003012208
knr	Y-39983_309	0.3463928164060303	0.10204010156517772
knr	YK-4-279_1239	0.2834083351779648	0.0699239830370911
knr	YM201636_310	0.3524303004873637	0.10211483744725734
knr	Z-LLNle-CHO_45	0.3221167245085471	0.10169283238590024
knr	ZG-10_1161	0.5598691006780071	0.14910221901063936
knr	ZM447439_1050	0.4401821088434708	0.07974310554322131
knr	ZSTK474_223	0.5044430152016627	0.10199203905429258
knr	Zibotentan_266	0.11245853547042664	0.0748385732816977
knr	rTRAIL_1261	0.1990476166710483	0.06267490931478542
pca_knr	(5Z)-7-Oxozeaenol_1242	0.4613532577901428	0.12380701432652355
pca_knr	5-Fluorouracil_179	0.5575254447584055	0.09641068309594338
pca_knr	681640_1046	0.17417068227332755	0.04567267029371964
pca_knr	A-443654_86	0.3357728369786187	0.13386798134166464
pca_knr	A-770041_55	0.32957052832269995	0.11628254958974035
pca_knr	AICA Ribonucleotide_1001	0.4750068328670796	0.09508102150867706
pca_knr	AKT inhibitor VIII_171	0.23383662009642656	0.06178179101786164
pca_knr	AKT inhibitor VIII_228	0.5349422190412396	0.08217772055748962
pca_knr	AR-42_272	0.6315810029414939	0.08802380336241017
pca_knr	AS601245_207	0.24515220308790114	0.08225554274285479
pca_knr	AS605240_224	0.3901980573489313	0.0921264682261373
pca_knr	AT-7519_219	0.6267089575162307	0.06888589010331256
pca_knr	AZ628_29	0.4458656268307804	0.09270522693053747
pca_knr	AZD6482_1066	0.3336646161881112	0.09363254672785967
pca_knr	AZD6482_156	0.23814194980938336	0.05653516780792639
pca_knr	AZD7762_1022	0.4594547067677892	0.0899986952339583
pca_knr	AZD8055_1059	0.37289375204011066	0.11642062533752726
pca_knr	Afatinib_1032	0.3708645960704641	0.09848668482190956
pca_knr	Afatinib_1377	0.4507928681423972	0.0918546149472243
pca_knr	Alectinib_281	0.3297553603401301	0.04635936000217095
pca_knr	Amuvatinib_293	0.15053564631452146	0.028648567400193087
pca_knr	Avagacestat_1072	0.19221105607654893	0.05477730570711037
pca_knr	Avagacestat_205	0.15175433741917949	0.0513349707873185
pca_knr	Axitinib_1021	0.30775105285467863	0.1129697343008332
pca_knr	BAY-61-3606_178	0.3358571614429313	0.07626718064219667
pca_knr	BI-2536_60	0.4075378546586312	0.12220607190067999
pca_knr	BIX02189_279	0.4640731063673679	0.07729533021514944
pca_knr	BMS-345541_203	0.4027538971753463	0.07983262602536823
pca_knr	BMS-509744_63	0.3505111117333466	0.1154129203697334
pca_knr	BMS-536924_1091	0.2818025421433141	0.07836622823344445
pca_knr	BMS-536924_62	0.4583114328385693	0.1244222511813608
pca_knr	BMS-754807_184	0.22502357788739488	0.03148564837207142
pca_knr	BX-912_222	0.5764688478603037	0.060107844261402525
pca_knr	BX795_1037	0.35869540337856154	0.07671003797286235
pca_knr	Belinostat_274	0.5610323243962829	0.08959415124105759
pca_knr	Bexarotene_186	0.19950735253611004	0.06439813310213467
pca_knr	Bicalutamide_150	0.14030079887532407	0.056363021974678434
pca_knr	Bicalutamide_1502	0.11262565978124775	0.027655299474599236
pca_knr	Bleomycin (50 uM)_1378	0.4371034899979244	0.0761731056128974
pca_knr	Bleomycin_190	0.3144658891097421	0.06019636929512112
pca_knr	Bortezomib_104	0.3259031839405855	0.09113324862519402
pca_knr	Bosutinib_1019	0.3109162713562285	0.07805322415163812
pca_knr	Bryostatin 1_197	0.2306946973013081	0.09056622007487393
pca_knr	CAY10603_276	0.6166716388267084	0.08447655728121825
pca_knr	CCT-018159_1170	0.2755827872493715	0.047320500064445874
pca_knr	CCT007093_1067	0.20729772107317415	0.06118821007901465
pca_knr	CGP-082996_54	0.39738349454716654	0.10839087952254134
pca_knr	CGP-60474_53	0.4787005334160269	0.11711758097889315
pca_knr	CHIR-99021_1241	0.33992528631565866	0.06463014977571083
pca_knr	CHIR-99021_154	0.2594177825292633	0.104665556382258
pca_knr	CI-1040_1015	0.4138451185758804	0.07544611631418281
pca_knr	CMK_64	0.363172004536496	0.09885039221713214
pca_knr	CP466722_152	0.6502946908002427	0.12603557501206766
pca_knr	CP724714_255	0.27254744163983474	0.11697258427229278
pca_knr	CUDC-101_273	0.6141004186161247	0.09190838842021774
pca_knr	CX-5461_300	0.4602654104839392	0.06574988862321647
pca_knr	Cabozantinib_249	0.3093013570680708	0.10496001305935586
pca_knr	Cetuximab_1114	0.22469815427205864	0.06541237020364807
pca_knr	Cisplatin_1005	0.30105882468431544	0.08426911681263256
pca_knr	Crizotinib_37	0.4589216038849401	0.18071406112162355
pca_knr	Cyclopamine_17	0.4464108936340909	0.2281835188701884
pca_knr	Cytarabine_1006	0.3900068192143851	0.07998206019828084
pca_knr	DMOG_165	0.4107901804460812	0.08051529083379796
pca_knr	Dabrafenib_1373	0.5760419924063228	0.10912091103780053
pca_knr	Dacinostat_200	0.49145286018782397	0.08937046064377101
pca_knr	Dactolisib_1057	0.2151531257936279	0.048291832533542
pca_knr	Daporinad_1248	0.6470778680700764	0.06977829501282473
pca_knr	Dasatinib_51	0.37358658206570106	0.10778997182181004
pca_knr	Docetaxel_1007	0.4619352834480196	0.08612651687386921
pca_knr	Doramapimod_1042	0.18264950411574205	0.049739256336783895
pca_knr	Doxorubicin_133	0.3020376823195999	0.0731721209124803
pca_knr	EHT-1864_1069	0.2522624356013079	0.0671492571968804
pca_knr	Elesclomol_1031	0.3538718305065377	0.07731338970233192
pca_knr	Embelin_172	0.29650434014129384	0.07701375442497779
pca_knr	Entinostat_88	0.3559165025776059	0.1306595743683969
pca_knr	Enzastaurin_229	0.33415730689268075	0.05843256322593333
pca_knr	Epothilone B_201	0.2969085103817051	0.05818233092706278
pca_knr	Erlotinib_1	0.3309689423073375	0.21461418210888247
pca_knr	Etoposide_134	0.3954683509525123	0.08989815824431706
pca_knr	FH535_173	0.3578713009692001	0.09099582029407832
pca_knr	FMK_231	0.29166801634049644	0.11588126734961646
pca_knr	FR-180204_263	0.33642875767540403	0.10529111348848473
pca_knr	FTI-277_166	0.16385588074146154	0.037975011622313266
pca_knr	Fedratinib_306	0.6417930119337261	0.1268922857306451
pca_knr	Foretinib_308	0.419335097715304	0.09325374931222867
pca_knr	GNF-2_52	0.401492161033453	0.2274113912471445
pca_knr	GSK1070916_226	0.5991643460168341	0.1018727930111102
pca_knr	GSK1904529A_202	0.21629089565584764	0.05821963243105269
pca_knr	GSK269962A_1192	0.2282484100677344	0.06734457467134616
pca_knr	GSK269962A_127	0.16969266126434093	0.08910209063723137
pca_knr	GSK319347A_91	0.16477758214438526	0.09281042798591754
pca_knr	GSK429286A_230	0.2286000816171949	0.0778809771358796
pca_knr	GSK650394_177	0.2644576437718609	0.06948346236911555
pca_knr	GSK690693_326	0.3716806202873684	0.10390014368683403
pca_knr	GW-2580_193	0.11966492789963315	0.10315384191655756
pca_knr	GW441756_1023	0.15412120999200407	0.04806165456462911
pca_knr	GW843682X_87	0.38150701098304	0.12963812749401393
pca_knr	Gefitinib_1010	0.4088798691810723	0.14627162991792328
pca_knr	Gemcitabine_135	0.3804062624811037	0.06723328114365854
pca_knr	Genentech Cpd 10_225	0.4803813038228035	0.08664859332410334
pca_knr	HG-5-113-01_1142	0.19897759461268466	0.07447316039958321
pca_knr	HG-5-88-01_1143	0.21993416425177795	0.12891630396419249
pca_knr	HG6-64-1_159	0.3425689490154842	0.07838231302319477
pca_knr	I-BET-762_275	0.7272678139455968	0.06250689076715008
pca_knr	ICL1100013_1266	0.3647122382995059	0.07027436901584755
pca_knr	IOX2_1230	0.13960734768814625	0.0940223998727204
pca_knr	IPA-3_176	0.35066120455814376	0.07335352699164148
pca_knr	Idelalisib_238	0.3399670246264638	0.0979293065953662
pca_knr	Imatinib_34	0.4073414708797773	0.18708001164137614
pca_knr	Ispinesib Mesylate_208	0.5111862296436019	0.09025604833335034
pca_knr	JNK Inhibitor VIII_1043	0.23436872758925564	0.06458172769950997
pca_knr	JNK-9L_157	0.19231557099035165	0.04626562848667107
pca_knr	JQ12_164	0.3052733601657521	0.08917026751005486
pca_knr	JQ1_1218	0.2754365016415764	0.07972362691989543
pca_knr	JQ1_163	0.2935265144640589	0.06983908599220949
pca_knr	JW-7-24-1_256	0.5887112399146355	0.08319982967199033
pca_knr	JW-7-52-1_83	0.4528369968106857	0.12607272173406167
pca_knr	KIN001-236_286	0.4624549323507394	0.12496721969335955
pca_knr	KIN001-244_287	0.402000406608401	0.09654759210135193
pca_knr	KIN001-260_290	0.4000762528833234	0.07706537187402611
pca_knr	KIN001-266_291	0.23028625027516694	0.06585960626536326
pca_knr	KIN001-270_345	0.32871891107273954	0.10005143503346543
pca_knr	KU-55933_1030	0.188622656042156	0.03683438422910016
pca_knr	LFM-A13_192	0.20886011670144464	0.06378611550963191
pca_knr	Lapatinib_119	0.3559126984126984	0.2124691113263894
pca_knr	Lenalidomide_1020	0.17381327526946572	0.08948718389325472
pca_knr	Lestaurtinib_1024	0.4069396077156336	0.0617807276148911
pca_knr	Linifanib_277	0.3276259398318914	0.15730851912102772
pca_knr	Linsitinib_185	0.2320840205185169	0.06523536821585893
pca_knr	Luminespib_194	0.2611840676187747	0.0386240307119897
pca_knr	MG-132_9	0.3622204009404691	0.11214325213632413
pca_knr	MK-2206_1053	0.3264034580396921	0.09185756117146757
pca_knr	MPS-1-IN-1_294	0.3870437655625275	0.07942044114287633
pca_knr	Masitinib_292	0.3774860157312727	0.10715730050549424
pca_knr	Methotrexate_1008	0.6084804423047663	0.10388366711924456
pca_knr	Midostaurin_153	0.34436521982243	0.04764225617263688
pca_knr	Mitomycin-C_136	0.3693656413498759	0.0853121018776023
pca_knr	Motesanib_1029	0.15208790765590427	0.09582443752402366
pca_knr	NG-25_260	0.4725624196016465	0.1210334976672131
pca_knr	NPK76-II-72-1_257	0.6264967909601302	0.10581925769398527
pca_knr	NSC-207895_269	0.19525838178215635	0.03811293892411213
pca_knr	NSC-87877_147	0.17361550289150718	0.0636721643783952
pca_knr	NU7441_1038	0.21534648570089288	0.08412935314096437
pca_knr	NVP-BHG712_295	0.5020369493585726	0.07437791558933764
pca_knr	NVP-TAE684_35	0.440640512556581	0.082345363544535
pca_knr	Navitoclax_1011	0.5549856404419433	0.09739163927540964
pca_knr	Nilotinib_1013	0.5150916751372441	0.2338831231675519
pca_knr	Nutlin-3a_1047	0.4070974184277588	0.1240380362287958
pca_knr	OSI-027_299	0.602236710107422	0.07517351698523599
pca_knr	OSI-930_298	0.3415398538020459	0.1427530967084165
pca_knr	OSU-03012_167	0.22445612325901848	0.04459440590752753
pca_knr	Obatoclax Mesylate_182	0.39718349111445417	0.0558729421878276
pca_knr	Olaparib_1017	0.25117155313834816	0.09331518739240256
pca_knr	Olaparib_1495	0.2809268590363773	0.08547489530458482
pca_knr	Omipalisib_283	0.3980714362684689	0.04992910668968336
pca_knr	PAC-1_175	0.3706605158705815	0.07170809556323471
pca_knr	PD0325901_1060	0.451311708940121	0.0992241461006012
pca_knr	PD173074_1049	0.15341203418635976	0.05212277019234944
pca_knr	PF-4708671_1129	0.1340597144313844	0.03848542898237356
pca_knr	PF-562271_158	0.2357098591647073	0.05441952091317817
pca_knr	PFI-1_1219	0.3486709814805136	0.056752011914354375
pca_knr	PFI-3_1530	0.12344053605719625	0.038689995920934604
pca_knr	PHA-665752_6	0.251535115026551	0.11013144895014758
pca_knr	PHA-793887_301	0.5684519143272018	0.11014942105393788
pca_knr	PI-103_302	0.5448602902703433	0.09329379684424216
pca_knr	PIK-93_303	0.5370439584805408	0.09450781315799434
pca_knr	PLX-4720_1036	0.4035123172499334	0.11555754267635687
pca_knr	PLX-4720_1371	0.489072969167363	0.0886843188491928
pca_knr	Paclitaxel_11	0.3676758263890926	0.11962918819552687
pca_knr	Palbociclib_1054	0.30970030034242857	0.08144234599182155
pca_knr	Parthenolide_89	0.3590019127096393	0.10332239878322223
pca_knr	Pazopanib_199	0.24510580669667814	0.08390671395906736
pca_knr	Pelitinib_282	0.3914879650285444	0.07223889263495714
pca_knr	Pevonedistat_1529	0.3259444857031656	0.05857531049643945
pca_knr	Phenformin_196	0.4681302398517072	0.1118163296884655
pca_knr	Pictilisib_1058	0.2510091483311557	0.04405411607335512
pca_knr	Pictilisib_1527	0.2391237371795961	0.054665047389455663
